,Time (local),Time (server),Price,Movement,Switch Price
437,2014.01.17 14:04,2014.01.17 14:04,0.87995,10 Up,0
438,2014.01.17 14:04,2014.01.17 14:04,0.87995,,0.87894
439,2014.01.17 14:16,2014.01.17 14:16,0.8789,10 Down,0
440,2014.01.17 14:16,2014.01.17 14:16,0.8789,,0.87993
441,2014.01.17 15:00,2014.01.17 15:00,0.87785,10 Down,0
442,2014.01.17 15:03,2014.01.17 15:03,0.8768,10 Down,0
443,2014.01.17 15:07,2014.01.17 15:07,0.8778,10 Up,0
444,2014.01.17 15:07,2014.01.17 15:07,0.8778,,0.87678
445,2014.01.17 15:20,2014.01.17 15:20,0.87881,10 Up,0
446,2014.01.17 15:27,2014.01.17 15:27,0.87778,10 Down,0
447,2014.01.17 15:27,2014.01.17 15:27,0.87778,,0.87879
448,2014.01.17 16:05,2014.01.17 16:05,0.8788,10 Up,0
449,2014.01.17 16:05,2014.01.17 16:05,0.8788,,0.87776
450,2014.01.17 16:59,2014.01.17 16:59,0.87777,10 Down,0
451,2014.01.17 16:59,2014.01.17 16:59,0.87777,,0.87878
452,2014.01.17 17:28,2014.01.17 17:28,0.87668,10 Down,0
453,2014.01.17 21:09,2014.01.17 21:09,0.87768,10 Up,0
454,2014.01.17 21:09,2014.01.17 21:09,0.87768,,0.87666
455,2014.01.20 00:12,2014.01.20 00:12,0.87657,10 Down,0
456,2014.01.20 00:12,2014.01.20 00:12,0.87657,,0.87766
457,2014.01.20 01:38,2014.01.20 01:38,0.87761,10 Up,0
458,2014.01.20 01:38,2014.01.20 01:38,0.87761,,0.87655
459,2014.01.20 01:59,2014.01.20 01:59,0.8786,10 Up,0
460,2014.01.20 02:03,2014.01.20 02:03,0.8796,10 Up,0
461,2014.01.20 02:55,2014.01.20 02:55,0.87855,10 Down,0
462,2014.01.20 02:55,2014.01.20 02:55,0.87855,,0.87958
463,2014.01.20 03:00,2014.01.20 03:00,0.87955,10 Up,0
464,2014.01.20 03:00,2014.01.20 03:00,0.87955,,0.87853
465,2014.01.20 03:30,2014.01.20 03:30,0.87851,10 Down,0
466,2014.01.20 03:30,2014.01.20 03:30,0.87851,,0.87953
467,2014.01.20 06:50,2014.01.20 06:50,0.8795,10 Up,0
468,2014.01.20 06:50,2014.01.20 06:50,0.8795,,0.87849
469,2014.01.20 09:10,2014.01.20 09:10,0.88049,10 Up,0
470,2014.01.20 11:04,2014.01.20 11:04,0.88149,10 Up,0
471,2014.01.20 14:07,2014.01.20 14:07,0.88045,10 Down,0
472,2014.01.20 14:07,2014.01.20 14:07,0.88045,,0.88147
473,2014.01.20 21:43,2014.01.20 21:43,0.87938,10 Down,0
474,2014.01.20 21:48,2014.01.20 21:48,0.88039,10 Up,0
475,2014.01.20 21:48,2014.01.20 21:48,0.88039,,0.87936
476,2014.01.20 22:04,2014.01.20 22:04,0.88145,10 Up,0
477,2014.01.20 22:27,2014.01.20 22:27,0.8825,10 Up,0
478,2014.01.20 22:34,2014.01.20 22:34,0.88146,10 Down,0
479,2014.01.20 22:34,2014.01.20 22:34,0.88146,,0.88248
480,2014.01.20 23:29,2014.01.20 23:29,0.88042,10 Down,0
481,2014.01.21 00:57,2014.01.21 00:57,0.88143,10 Up,0
482,2014.01.21 00:57,2014.01.21 00:57,0.88143,,0.8804
483,2014.01.21 01:07,2014.01.21 01:07,0.88242,10 Up,0
484,2014.01.21 01:13,2014.01.21 01:13,0.88139,10 Down,0
485,2014.01.21 01:13,2014.01.21 01:13,0.88139,,0.8824
486,2014.01.21 01:56,2014.01.21 01:56,0.88239,10 Up,0
487,2014.01.21 01:56,2014.01.21 01:56,0.88239,,0.88137
488,2014.01.21 02:03,2014.01.21 02:03,0.88339,10 Up,0
489,2014.01.21 02:06,2014.01.21 02:06,0.88236,10 Down,0
490,2014.01.21 02:06,2014.01.21 02:06,0.88236,,0.88337
491,2014.01.21 02:11,2014.01.21 02:11,0.88335,10 Up,0
492,2014.01.21 02:11,2014.01.21 02:11,0.88335,,0.88234
493,2014.01.21 02:54,2014.01.21 02:54,0.88231,10 Down,0
494,2014.01.21 02:54,2014.01.21 02:54,0.88231,,0.88333
495,2014.01.21 03:21,2014.01.21 03:21,0.88127,10 Down,0
496,2014.01.21 05:24,2014.01.21 05:24,0.88226,10 Up,0
497,2014.01.21 05:24,2014.01.21 05:24,0.88226,,0.88125
498,2014.01.21 07:54,2014.01.21 07:54,0.88116,10 Down,0
499,2014.01.21 07:54,2014.01.21 07:54,0.88116,,0.88224
